#Cycle	-3	-2	-1	1	2	3
1	0	0	0	0	0	0
2	0	0	2.00876827351389e-06	0	0	0
3	0	4.01753654702778e-06	2.00876827351389e-06	5.02192068378472e-06	0	0
4	0	1.20526096410833e-05	2.00876827351389e-06	4.01753654702778e-06	4.01753654702778e-06	0
5	6.02630482054166e-06	2.00876827351389e-06	3.01315241027083e-06	2.00876827351389e-06	1.20526096410833e-05	9.0394572308125e-06
6	6.02630482054166e-06	4.01753654702778e-06	6.02630482054166e-06	5.02192068378472e-06	8.03507309405555e-06	3.01315241027083e-06
7	1.8078914461625e-05	4.01753654702778e-06	6.02630482054166e-06	2.00876827351389e-06	8.03507309405555e-06	6.02630482054166e-06
8	3.01315241027083e-05	6.02630482054166e-06	5.02192068378472e-06	4.01753654702778e-06	6.02630482054166e-06	6.02630482054166e-06
9	3.01315241027083e-06	8.03507309405555e-06	4.01753654702778e-06	2.00876827351389e-06	0	9.0394572308125e-06
10	6.02630482054166e-06	1.40613779145972e-05	3.01315241027083e-06	6.02630482054166e-06	6.02630482054166e-06	3.01315241027083e-05
11	6.02630482054166e-06	8.03507309405555e-06	3.01315241027083e-06	3.01315241027083e-06	6.02630482054166e-06	6.02630482054166e-06
12	1.50657620513542e-05	4.01753654702778e-06	3.01315241027083e-06	4.01753654702778e-06	1.40613779145972e-05	9.0394572308125e-06
13	1.50657620513542e-05	4.01753654702778e-06	5.02192068378472e-06	5.02192068378472e-06	8.03507309405555e-06	9.0394572308125e-06
14	1.20526096410833e-05	8.03507309405555e-06	3.01315241027083e-06	4.01753654702778e-06	6.02630482054166e-06	3.01315241027083e-06
15	9.0394572308125e-06	8.03507309405555e-06	9.0394572308125e-06	9.0394572308125e-06	1.20526096410833e-05	9.0394572308125e-06
16	3.01315241027083e-06	1.00438413675694e-05	3.01315241027083e-06	4.01753654702778e-06	8.03507309405555e-06	0
17	1.20526096410833e-05	4.01753654702778e-06	3.01315241027083e-06	4.01753654702778e-06	2.00876827351389e-06	6.02630482054166e-06
18	1.20526096410833e-05	2.00876827351389e-06	4.01753654702778e-06	3.01315241027083e-06	6.02630482054166e-06	1.20526096410833e-05
19	1.8078914461625e-05	1.00438413675694e-05	3.01315241027083e-06	4.01753654702778e-06	1.60701461881111e-05	9.0394572308125e-06
20	6.02630482054166e-06	8.03507309405555e-06	5.02192068378472e-06	1.00438413675694e-06	8.03507309405555e-06	6.02630482054166e-06
21	9.0394572308125e-06	6.02630482054166e-06	3.01315241027083e-06	5.02192068378472e-06	4.01753654702778e-06	1.50657620513542e-05
22	6.02630482054166e-06	1.20526096410833e-05	6.02630482054166e-06	3.01315241027083e-06	1.00438413675694e-05	9.0394572308125e-06
23	1.50657620513542e-05	1.00438413675694e-05	1.00438413675694e-06	4.01753654702778e-06	1.40613779145972e-05	9.0394572308125e-06
24	0	1.40613779145972e-05	9.0394572308125e-06	3.01315241027083e-06	0	1.20526096410833e-05
25	1.8078914461625e-05	1.40613779145972e-05	3.01315241027083e-06	2.00876827351389e-06	4.01753654702778e-06	3.01315241027083e-06
26	1.8078914461625e-05	8.03507309405555e-06	5.02192068378472e-06	3.01315241027083e-06	2.00876827351389e-06	9.0394572308125e-06
27	9.0394572308125e-06	1.00438413675694e-05	2.00876827351389e-06	5.02192068378472e-06	1.00438413675694e-05	6.02630482054166e-06
28	3.01315241027083e-06	4.01753654702778e-06	1.00438413675694e-06	2.00876827351389e-06	8.03507309405555e-06	1.20526096410833e-05
29	3.01315241027083e-06	1.40613779145972e-05	3.01315241027083e-06	6.02630482054166e-06	8.03507309405555e-06	6.02630482054166e-06
30	9.0394572308125e-06	8.03507309405555e-06	3.01315241027083e-06	3.01315241027083e-06	1.00438413675694e-05	1.20526096410833e-05
31	3.01315241027083e-06	1.00438413675694e-05	1.20526096410833e-05	8.03507309405555e-06	1.20526096410833e-05	1.50657620513542e-05
32	6.02630482054166e-06	8.03507309405555e-06	2.00876827351389e-06	4.01753654702778e-06	2.00876827351389e-06	1.8078914461625e-05
33	1.8078914461625e-05	1.00438413675694e-05	4.01753654702778e-06	2.00876827351389e-06	4.01753654702778e-06	9.0394572308125e-06
34	1.8078914461625e-05	4.01753654702778e-06	4.01753654702778e-06	5.02192068378472e-06	1.00438413675694e-05	6.02630482054166e-06
35	2.10920668718958e-05	2.00876827351389e-06	1.00438413675694e-06	3.01315241027083e-06	8.03507309405555e-06	3.01315241027083e-06
36	1.20526096410833e-05	1.00438413675694e-05	4.01753654702778e-06	3.01315241027083e-06	1.60701461881111e-05	2.10920668718958e-05
37	6.02630482054166e-06	1.00438413675694e-05	4.01753654702778e-06	5.02192068378472e-06	4.01753654702778e-06	1.50657620513542e-05
38	1.50657620513542e-05	6.02630482054166e-06	4.01753654702778e-06	3.01315241027083e-06	8.03507309405555e-06	1.20526096410833e-05
39	9.0394572308125e-06	6.02630482054166e-06	8.03507309405555e-06	1.00438413675694e-06	6.02630482054166e-06	1.20526096410833e-05
40	9.0394572308125e-06	8.03507309405555e-06	4.01753654702778e-06	5.02192068378472e-06	8.03507309405555e-06	3.01315241027083e-06
41	1.20526096410833e-05	8.03507309405555e-06	1.00438413675694e-06	3.01315241027083e-06	4.01753654702778e-06	1.8078914461625e-05
42	2.10920668718958e-05	6.02630482054166e-06	3.01315241027083e-06	5.02192068378472e-06	4.01753654702778e-06	1.20526096410833e-05
43	6.02630482054166e-06	8.03507309405555e-06	1.00438413675694e-06	3.01315241027083e-06	6.02630482054166e-06	6.02630482054166e-06
44	1.20526096410833e-05	8.03507309405555e-06	2.00876827351389e-06	2.00876827351389e-06	4.01753654702778e-06	2.71183716924375e-05
45	9.0394572308125e-06	0	2.00876827351389e-06	3.01315241027083e-06	0	1.50657620513542e-05
46	6.02630482054166e-06	4.01753654702778e-06	7.03068895729861e-06	7.03068895729861e-06	2.00876827351389e-06	1.20526096410833e-05
47	6.02630482054166e-06	1.00438413675694e-05	2.00876827351389e-06	3.01315241027083e-06	1.20526096410833e-05	0
48	2.71183716924375e-05	4.01753654702778e-06	3.01315241027083e-06	4.01753654702778e-06	1.00438413675694e-05	2.10920668718958e-05
49	1.8078914461625e-05	8.03507309405555e-06	2.00876827351389e-06	8.03507309405555e-06	1.00438413675694e-05	1.20526096410833e-05
50	3.01315241027083e-06	4.01753654702778e-06	0	4.01753654702778e-06	1.20526096410833e-05	9.0394572308125e-06
